ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
56	"ENSG00000130294.14_1"	"KIF1A"	chr2	-	241667805	241667829	241674135	241674162	241666242	241666357	241676479	241676585
57	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162627482	162627564	162660958	162661105	162480847	162481076	162696298	162696437
58	"ENSG00000086848.14_2"	"ALG9"	chr11	-	111724371	111724459	111728324	111728460	111724102	111724208	111731269	111731358
59	"ENSG00000105197.10_2"	"TIMM50"	chr19	+	39973524	39973556	39973774	39973796	39972522	39972673	39976327	39976447
60	"ENSG00000105197.10_2"	"TIMM50"	chr19	+	39973524	39973556	39976183	39976242	39972522	39972673	39976327	39976447
61	"ENSG00000105197.10_2"	"TIMM50"	chr19	+	39973774	39973796	39976183	39976242	39972522	39972673	39976327	39976447
62	"ENSG00000151665.12_2"	"PIGF"	chr2	-	46815213	46815318	46818941	46819064	46808423	46808730	46819613	46819722
63	"ENSG00000147408.14_2"	"CSGALNACT1"	chr8	-	19315936	19316153	19362711	19363641	19297340	19297442	19459281	19459376
64	"ENSG00000147408.14_2"	"CSGALNACT1"	chr8	-	19442676	19442828	19448670	19448789	19362711	19363641	19459281	19459376
65	"ENSG00000223528.7_2"	"RP11-223P11.3"	chr10	-	128814761	128814845	128816851	128816921	128814186	128814361	128824535	128824687
66	"ENSG00000076067.11_1"	"RBMS2"	chr12	+	56965481	56965639	56974061	56974159	56963682	56963774	56974967	56975047
67	"ENSG00000090857.13_1"	"PDPR"	chr16	+	70164325	70164447	70165204	70165322	70162861	70163025	70166053	70166203
68	"ENSG00000111540.15_1"	"RAB5B"	chr12	+	56383730	56383882	56384465	56384588	56380652	56380907	56385143	56385237
69	"ENSG00000204149.10_2"	"AGAP6"	chr10	+	51751435	51751504	51754154	51754189	51749067	51749136	51761755	51761856
70	"ENSG00000149100.12_2"	"EIF3M"	chr11	+	32608557	32608690	32610139	32610278	32605343	32605475	32611092	32611187
71	"ENSG00000165525.17_1"	"NEMF"	chr14	-	50307435	50307584	50312857	50312983	50304856	50304924	50318280	50318383
72	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99175267	99175276	99175903	99175915	99174894	99174981	99192711	99192783
73	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99192711	99192783	99222951	99223131	99175903	99175915	99225806	99225914
74	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99194774	99194903	99225806	99225914	99192711	99192783	99288407	99288639
75	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99201621	99201693	99222951	99223131	99194774	99194903	99225806	99225914
76	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99201621	99201696	99222951	99223131	99194774	99194903	99225806	99225914
77	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99201621	99201696	99225806	99225914	99194774	99194903	99446934	99447087
78	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13338244	13338341	13339512	13339609	13335480	13335586	13340895	13341023
79	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13347262	13347432	13352334	13352340	13346427	13346544	13355995	13356079
80	"ENSG00000110887.7_2"	"DAO"	chr12	+	109281225	109281340	109283244	109283321	109278773	109278976	109283983	109284049
81	"ENSG00000182973.18_2"	"CNOT10"	chr3	+	32729222	32729228	32734987	32734993	32726810	32726974	32750161	32750312
82	"ENSG00000176623.11_2"	"RMDN1"	chr8	-	87507057	87507195	87517528	87517608	87500780	87500868	87519223	87519341
83	"ENSG00000111247.14_1"	"RAD51AP1"	chr12	+	4654384	4654478	4654947	4654998	4652928	4653070	4655474	4655584
84	"ENSG00000226383.6_2"	"AC093375.1"	chr2	-	156880981	156881088	157061893	157061950	156879183	156879329	157084478	157084516
85	"ENSG00000135549.10"	"PKIB"	chr6	+	123022206	123022369	123022584	123022645	122996222	122996289	123038931	123039108
86	"ENSG00000223959.8_1"	"AFG3L1P"	chr16	+	90044046	90044210	90045217	90045286	90038993	90039173	90046649	90046744
87	"ENSG00000186952.14_2"	"TMEM232"	chr5	-	109946203	109946301	109953594	109953684	109941864	109941988	109954129	109954263
88	"ENSG00000186952.14_2"	"TMEM232"	chr5	-	109976591	109976697	110002928	110003065	109963481	109963581	110062327	110062372
89	"ENSG00000186952.14_2"	"TMEM232"	chr5	-	109977960	109978072	110062327	110062499	109976591	109976697	110070603	110070716
90	"ENSG00000116299.16_1"	"KIAA1324"	chr1	+	109716309	109716459	109727666	109727755	109716095	109716201	109730798	109730976
91	"ENSG00000198453.12_2"	"ZNF568"	chr19	+	37467228	37467269	37482077	37482201	37465321	37465368	37482652	37482748
92	"ENSG00000204740.10_2"	"MALRD1"	chr10	+	19739235	19739419	19777888	19778102	19678380	19678538	19780445	19780574
93	"ENSG00000126214.21_2"	"KLC1"	chr14	+	104145645	104145855	104151322	104151373	104143751	104143860	104151974	104152039
94	"ENSG00000126214.21_2"	"KLC1"	chr14	+	104145645	104145882	104151322	104151373	104143751	104143860	104153417	104153548
95	"ENSG00000126214.21_2"	"KLC1"	chr14	+	104145720	104145855	104151322	104151373	104143751	104143860	104151974	104152523
96	"ENSG00000126214.21_2"	"KLC1"	chr14	+	104145720	104145855	104151322	104151373	104143751	104143860	104153417	104153548
97	"ENSG00000126214.21_2"	"KLC1"	chr14	+	104145720	104145882	104151322	104151373	104143751	104143860	104153417	104153548
98	"ENSG00000078177.13_2"	"N4BP2"	chr4	+	40098846	40099189	40101655	40101746	40075074	40075171	40103694	40104838
99	"ENSG00000054392.12_2"	"HHAT"	chr1	+	210573811	210574006	210577807	210578023	210560811	210560925	210591497	210591669
100	"ENSG00000186007.9_2"	"LEMD1"	chr1	-	205353415	205353492	205388357	205388480	205350505	205350984	205389582	205389702
101	"ENSG00000132122.11_2"	"SPATA6"	chr1	-	48878781	48878823	48917223	48917272	48877135	48877260	48918665	48918803
102	"ENSG00000175664.9_1"	"TEX26"	chr13	+	31513830	31513915	31526796	31526962	31506839	31506913	31531009	31531166
103	"ENSG00000065665.20_2"	"SEC61A2"	chr10	+	12198905	12199066	12199906	12200104	12197776	12197930	12202928	12203120
104	"ENSG00000125991.18_2"	"ERGIC3"	chr20	+	34136916	34136961	34142142	34142157	34136560	34136618	34142814	34142846
105	"ENSG00000189058.8_2"	"APOD"	chr3	-	195309487	195309610	195309937	195310073	195306209	195306366	195310748	195310811
106	"ENSG00000137757.10_1"	"CASP5"	chr11	-	104874000	104874110	104877809	104878061	104872754	104872928	104893856	104893863
107	"ENSG00000198788.7"	"MUC2"	chr11	+	1088965	1089012	1090336	1090380	1088699	1088847	1090781	1090985
108	"ENSG00000184313.19_2"	"MROH7"	chr1	+	55145563	55145718	55148328	55148467	55144935	55145112	55151930	55152121
109	"ENSG00000184313.19_2"	"MROH7"	chr1	+	55148328	55148467	55151930	55152121	55145563	55145718	55158096	55158234
110	"ENSG00000001631.15_2"	"KRIT1"	chr7	-	91874215	91874485	91874740	91874888	91871347	91871451	91875157	91875228
111	"ENSG00000172765.16_2"	"TMCC1"	chr3	-	129389172	129390107	129551616	129551669	129373810	129373946	129599151	129599309
112	"ENSG00000172765.16_2"	"TMCC1"	chr3	-	129576092	129576248	129585852	129585941	129551616	129551669	129599151	129599402
113	"ENSG00000142687.17_2"	"KIAA0319L"	chr1	-	35936463	35936561	35940405	35940507	35932208	35932296	35944566	35944813
114	"ENSG00000142687.17_2"	"KIAA0319L"	chr1	-	35944566	35944813	35972212	35972736	35940405	35940507	36019950	36020120
115	"ENSG00000182087.12_2"	"TMEM259"	chr19	-	1010989	1011094	1011094	1011194	1009646	1010894	1011365	1011498
116	"ENSG00000108848.15_2"	"LUC7L3"	chr17	+	48814647	48814840	48815501	48815560	48814320	48814387	48817666	48817706
117	"ENSG00000143549.19_1"	"TPM3"	chr1	-	154143124	154143187	154144504	154144580	154142875	154142945	154145383	154145454
118	"ENSG00000143549.19_1"	"TPM3"	chr1	-	154143888	154143964	154144504	154144580	154143124	154143187	154145383	154145454
119	"ENSG00000060709.14_2"	"RIMBP2"	chr12	-	130955237	130955288	130963456	130963561	130941040	130941245	130991192	130991315
120	"ENSG00000214960.9_1"	"ISPD"	chr7	-	16348147	16348252	16415716	16415866	16317753	16317851	16445685	16445962
121	"ENSG00000268434.5_2"	"AC011530.4"	chr19	-	46283471	46283639	46285450	46285508	46283035	46283127	46288851	46288971
122	"ENSG00000167755.13_2"	"KLK6"	chr19	-	51470424	51470581	51471320	51471368	51466557	51466805	51471796	51472023
123	"ENSG00000184305.14_2"	"CCSER1"	chr4	+	91645064	91645142	91736912	91736996	91549175	91549383	91844520	91844598
124	"ENSG00000184305.14_2"	"CCSER1"	chr4	+	91736912	91736996	91844520	91844598	91645064	91645142	92007100	92007145
125	"ENSG00000182670.13_2"	"TTC3"	chr21	+	38529462	38529516	38530432	38530505	38528956	38529208	38532000	38532047
126	"ENSG00000163618.17_2"	"CADPS"	chr3	-	62479319	62479340	62483820	62483829	62477964	62478121	62484836	62484943
127	"ENSG00000163618.17_2"	"CADPS"	chr3	-	62498425	62498443	62499312	62499381	62484836	62484943	62501733	62501857
128	"ENSG00000227617.8_2"	"CERS6-AS1"	chr2	-	169631705	169631825	169634322	169634447	169631330	169631461	169640464	169640557
129	"ENSG00000227617.8_2"	"CERS6-AS1"	chr2	-	169631705	169631880	169634322	169634447	169631330	169631461	169640464	169640557
130	"ENSG00000183117.18_2"	"CSMD1"	chr8	-	3455825	3455828	3470797	3470800	3443657	3443782	3474231	3474319
131	"ENSG00000183117.18_2"	"CSMD1"	chr8	-	3474231	3474319	3565935	3566013	3443657	3443782	3611451	3611560
132	"ENSG00000138138.13_1"	"ATAD1"	chr10	-	89530708	89530798	89536077	89536184	89527429	89527480	89544226	89544427
133	"ENSG00000186469.8_1"	"GNG2"	chr14	+	52308223	52308290	52344334	52344375	52294385	52294525	52417367	52417483
134	"ENSG00000186469.8_1"	"GNG2"	chr14	+	52379726	52379846	52406498	52406809	52344334	52344375	52417367	52417483
135	"ENSG00000155749.12_1"	"ALS2CR12"	chr2	-	202195458	202195556	202207092	202207154	202195192	202195245	202208892	202208986
136	"ENSG00000095787.21_2"	"WAC"	chr10	+	28899627	28899750	28900183	28900410	28897114	28897360	28900702	28900851
137	"ENSG00000095787.21_2"	"WAC"	chr10	+	28899639	28899750	28900183	28900410	28897114	28897360	28900702	28900851
138	"ENSG00000010704.18_2"	"HFE"	chr6	+	26091068	26091332	26091541	26091817	26087508	26087744	26092912	26093188
139	"ENSG00000010704.18_2"	"HFE"	chr6	+	26091068	26091332	26091541	26091817	26087632	26087744	26092954	26093188
140	"ENSG00000104413.15_2"	"ESRP1"	chr8	+	95704904	95705055	95709079	95709189	95690430	95690599	95718152	95719694
141	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130874474	130874580	130883620	130883742	130867856	130867993	130915557	130915596
142	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130891634	130891717	130892621	130892704	130883620	130883742	130908917	130909100
143	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130891634	130891717	130892621	130892704	130883620	130883742	130915557	130915596
144	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130891634	130891717	130983188	130983241	130883620	130883742	131028615	131028651
145	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130891842	130892035	130892621	130892704	130891634	130891717	130915557	130915596
146	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130891842	130892035	130906732	130906810	130891634	130891717	130915557	130915596
147	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130891842	130892035	130908917	130909100	130891634	130891717	130915557	130915596
148	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130891842	130892035	130908994	130909100	130891634	130891717	130915557	130915596
149	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130892621	130892704	130906732	130906810	130891634	130891717	130915557	130915596
150	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130892621	130892704	130908917	130909100	130891634	130891717	130915557	130915596
151	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130892621	130892704	130908994	130909100	130891634	130891717	130915557	130915596
152	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130906732	130906810	130908917	130909100	130891634	130891717	130915557	130915596
153	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130906732	130906810	130908994	130909100	130891634	130891717	130915557	130915596
154	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130916744	130916831	130924715	130924761	130915557	130915596	130983188	130983241
155	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130916744	130916831	130983188	130983241	130915557	130915596	131028615	131028697
156	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130924605	130924663	130924715	130924761	130916744	130916831	130983188	130983241
157	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130924605	130924663	130961211	130961313	130916744	130916831	130983188	130983241
158	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130924715	130924761	130961211	130961313	130916744	130916831	130983188	130983241
159	"ENSG00000196872.11_2"	"KIAA1211L"	chr2	-	99513839	99513941	99529210	99529448	99463193	99463273	99552400	99552722
160	"ENSG00000041357.15_1"	"PSMA4"	chr15	+	78834518	78834561	78834824	78834987	78834246	78834272	78836531	78836609
161	"ENSG00000041357.15_1"	"PSMA4"	chr15	+	78834824	78834987	78836531	78836609	78834518	78834561	78837210	78837299
162	"ENSG00000073803.13_1"	"MAP3K13"	chr3	+	185046861	185047037	185146284	185146734	185046682	185046750	185155234	185155418
163	"ENSG00000039560.13_1"	"RAI14"	chr5	+	34688172	34688353	34716159	34716326	34686976	34687060	34757572	34757703
164	"ENSG00000081189.14_2"	"MEF2C"	chr5	-	88056804	88056942	88057001	88057145	88047673	88047860	88100414	88100618
165	"ENSG00000183826.16_2"	"BTBD9"	chr6	-	38370592	38370679	38472269	38472338	38312759	38312869	38545375	38545495
166	"ENSG00000168393.12_2"	"DTYMK"	chr2	-	242619643	242619734	242621333	242621748	242617866	242618064	242625183	242625292
167	"ENSG00000168393.12_2"	"DTYMK"	chr2	-	242619643	242619734	242624130	242624164	242617866	242618064	242625183	242625292
168	"ENSG00000168393.12_2"	"DTYMK"	chr2	-	242621333	242621748	242624130	242624164	242617866	242618064	242625183	242625292
169	"ENSG00000168393.12_2"	"DTYMK"	chr2	-	242621333	242621748	242622213	242622330	242619643	242619734	242625183	242625292
170	"ENSG00000093183.13_2"	"SEC22C"	chr3	-	42605256	42605372	42608235	42608328	42605014	42605178	42610356	42610565
171	"ENSG00000093183.13_2"	"SEC22C"	chr3	-	42605256	42605472	42608235	42608328	42605014	42605178	42610356	42610565
172	"ENSG00000093183.13_2"	"SEC22C"	chr3	-	42607267	42607375	42608235	42608328	42605256	42605472	42610356	42610565
173	"ENSG00000165495.15_2"	"PKNOX2"	chr11	+	125201714	125201821	125221179	125221288	125104940	125105011	125237741	125237881
174	"ENSG00000165495.15_2"	"PKNOX2"	chr11	+	125221179	125221288	125237741	125237881	125104940	125105011	125255446	125255618
175	"ENSG00000165495.15_2"	"PKNOX2"	chr11	+	125221179	125221288	125237741	125237881	125201714	125201821	125255446	125255618
176	"ENSG00000170477.12_1"	"KRT4"	chr12	-	53205546	53205761	53207380	53207512	53204539	53204600	53207631	53207900
177	"ENSG00000128989.10_1"	"ARPP19"	chr15	-	52856386	52856443	52861044	52861097	52849296	52849419	52861312	52861364
178	"ENSG00000163913.11_2"	"IFT122"	chr3	+	129170756	129170815	129177441	129177520	129168713	129168780	129180070	129180147
179	"ENSG00000163913.11_2"	"IFT122"	chr3	+	129170756	129170841	129177441	129177520	129168713	129168780	129180070	129180147
180	"ENSG00000163913.11_2"	"IFT122"	chr3	+	129174956	129175107	129176764	129176858	129170756	129170841	129177441	129177520
181	"ENSG00000163913.11_2"	"IFT122"	chr3	+	129210983	129211037	129214288	129214450	129207099	129207240	129218744	129218911
182	"ENSG00000162241.12_1"	"SLC25A45"	chr11	-	65146846	65147032	65147337	65147409	65144288	65144547	65147602	65147646
183	"ENSG00000119681.11_2"	"LTBP2"	chr14	-	74973881	74974013	74974675	74974798	74973400	74973526	74975306	74975432
184	"ENSG00000197168.11_1"	"NEK5"	chr13	-	52650198	52650279	52660412	52660499	52649893	52649962	52661473	52661590
185	"ENSG00000183018.8_2"	"SPNS2"	chr17	+	4433926	4434078	4434347	4434414	4428351	4428488	4435836	4435979
186	"ENSG00000198586.13_1"	"TLK1"	chr2	-	171884848	171884915	171902683	171902872	171871360	171871458	171906323	171906460
187	"ENSG00000198586.13_1"	"TLK1"	chr2	-	171939290	171939362	171974248	171974367	171917590	171917666	172016799	172017005
188	"ENSG00000139597.17_2"	"N4BP2L1"	chr13	-	32978339	32978408	32978457	32978534	32977044	32977337	32981386	32981475
189	"ENSG00000139597.17_2"	"N4BP2L1"	chr13	-	32978339	32978408	32978457	32978534	32977792	32977898	32981386	32981475
190	"ENSG00000141562.17_2"	"NARF"	chr17	+	80430439	80430574	80436446	80436543	80426639	80426772	80436675	80436794
191	"ENSG00000239382.10_2"	"ALKBH6"	chr19	-	36502305	36502366	36503902	36503991	36501795	36501947	36504245	36504324
192	"ENSG00000197099.8_1"	"RP11-573D15.8"	chr3	-	186369598	186369660	186384756	186385050	186369198	186369283	186436255	186436358
193	"ENSG00000197099.8_1"	"RP11-573D15.8"	chr3	-	186384756	186385050	186432236	186432328	186369598	186369660	186436255	186436358
194	"ENSG00000197099.8_1"	"RP11-573D15.8"	chr3	-	186384756	186385050	186432528	186432647	186369598	186369660	186436255	186436358
195	"ENSG00000197099.8_1"	"RP11-573D15.8"	chr3	-	186432236	186432328	186432528	186432647	186369598	186369660	186436255	186436358
196	"ENSG00000197099.8_1"	"RP11-573D15.8"	chr3	-	186439008	186439133	186454327	186454439	186436255	186436358	186461491	186461602
197	"ENSG00000197099.8_1"	"RP11-573D15.8"	chr3	-	186439008	186439205	186454327	186454439	186436255	186436358	186461491	186461602
198	"ENSG00000130363.11_1"	"RSPH3"	chr6	-	159404693	159404839	159407311	159407453	159403516	159403720	159414870	159414958
199	"ENSG00000130363.11_1"	"RSPH3"	chr6	-	159407311	159407453	159414870	159414958	159404693	159404839	159420466	159421198
200	"ENSG00000188690.12_2"	"UROS"	chr10	-	127503602	127503699	127504745	127504829	127500782	127500857	127505005	127505094
201	"ENSG00000169347.16_2"	"GP2"	chr16	-	20334702	20334711	20335137	20335383	20334190	20334301	20337659	20337789
202	"ENSG00000169347.16_2"	"GP2"	chr16	-	20334702	20334711	20335137	20335578	20334190	20334301	20337659	20337789
203	"ENSG00000169347.16_2"	"GP2"	chr16	-	20335137	20335524	20337659	20337789	20334190	20334301	20338788	20338829
204	"ENSG00000174175.16_2"	"SELP"	chr1	-	169580729	169580915	169581454	169581640	169578741	169578927	169582166	169582352
205	"ENSG00000196482.16_2"	"ESRRG"	chr1	-	216850417	216850833	216874766	216874851	216741329	216741440	216880700	216880828
206	"ENSG00000196482.16_2"	"ESRRG"	chr1	-	216880700	216880828	216888415	216888591	216850417	216850833	217112923	217113015
207	"ENSG00000196482.16_2"	"ESRRG"	chr1	-	216880700	216880828	217038402	217038520	216850417	216850833	217112923	217113015
208	"ENSG00000196482.16_2"	"ESRRG"	chr1	-	216888415	216888591	217038402	217038520	216850417	216850833	217112923	217113015
209	"ENSG00000196482.16_2"	"ESRRG"	chr1	-	217038402	217038520	217112923	217113015	216850417	216850833	217173594	217174066
210	"ENSG00000173681.16_2"	"CXorf23"	chrX	-	19955622	19955650	19968870	19968986	19947902	19948058	19971105	19971169
211	"ENSG00000119686.9_2"	"FLVCR2"	chr14	+	76090954	76091095	76099971	76100039	76088400	76088563	76101252	76101356
212	"ENSG00000067646.11_1"	"ZFY"	chrY	+	2821949	2822038	2829114	2829687	2803321	2803487	2843135	2843285
213	"ENSG00000118482.11_1"	"PHF3"	chr6	+	64389900	64390062	64394029	64395812	64356430	64356700	64401626	64401933
214	"ENSG00000118482.11_1"	"PHF3"	chr6	+	64394029	64395812	64401626	64401933	64389900	64390062	64404470	64404654
215	"ENSG00000118482.11_1"	"PHF3"	chr6	+	64401626	64401933	64404470	64404654	64389900	64390062	64408112	64408135
216	"ENSG00000118482.11_1"	"PHF3"	chr6	+	64401626	64401933	64404470	64404654	64394029	64395812	64408112	64408135
217	"ENSG00000141084.10_2"	"RANBP10"	chr16	-	67771915	67771938	67778167	67778358	67768760	67768945	67805936	67805989
218	"ENSG00000141084.10_2"	"RANBP10"	chr16	-	67778190	67778358	67805936	67805989	67771915	67771938	67839330	67839442
