ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
40	"ENSG00000099814.15_1"	"CEP170B"	chr14	+	105355851	105356095	105355956	105356095	105352611	105354315
41	"ENSG00000279094.3_1"	"CH507-24F1.1"	chrGL000205.1	+	36337	36432	36420	36432	33983	34016
42	"ENSG00000267665.1_1"	"RP11-13K12.2"	chr17	+	75529179	75529348	75529259	75529348	75524206	75527891
43	"ENSG00000125733.17_1"	"TRIP10"	chr19	+	6746039	6746207	6746188	6746207	6744810	6745005
44	"ENSG00000170469.10_2"	"SPATA24"	chr5	-	138737443	138737514	138737443	138737505	138737603	138737734
45	"ENSG00000204054.13_2"	"LINC00963"	chr9	+	132255697	132255874	132255756	132255874	132253367	132253407
46	"ENSG00000214128.10_1"	"TMEM213"	chr7	+	138486071	138486143	138486074	138486143	138482696	138482931
47	"ENSG00000010278.12_2"	"CD9"	chr12	+	6344640	6344731	6344641	6344731	6344394	6344493
48	"ENSG00000184661.13_1"	"CDCA2"	chr8	+	25317755	25318070	25317899	25318070	25316714	25316989
49	"ENSG00000160209.18_1"	"PDXK"	chr21	+	45163549	45163688	45163604	45163688	45161547	45161652
50	"ENSG00000160209.18_1"	"PDXK"	chr21	+	45175357	45175645	45175578	45175645	45173463	45173600
51	"ENSG00000211456.10_1"	"SACM1L"	chr3	+	45754628	45754688	45754632	45754688	45750989	45751139
52	"ENSG00000211456.10_1"	"SACM1L"	chr3	+	45776726	45776865	45776737	45776865	45773544	45773643
53	"ENSG00000087302.8_1"	"C14orf166"	chr14	+	52470911	52470960	52470957	52470960	52468515	52468584
54	"ENSG00000170615.14_1"	"SLC26A5"	chr7	-	103018045	103018252	103018045	103018246	103018892	103019000
55	"ENSG00000170615.14_1"	"SLC26A5"	chr7	-	103048297	103048450	103048297	103048398	103050831	103050996
56	"ENSG00000182050.13_2"	"MGAT4C"	chr12	-	86383177	86383330	86383177	86383327	86443451	86443501
57	"ENSG00000170325.14_2"	"PRDM10"	chr11	-	129817039	129817265	129817039	129817187	129825406	129825466
58	"ENSG00000189079.15_2"	"ARID2"	chr12	+	46233111	46233279	46233168	46233279	46231280	46231490
59	"ENSG00000179168.14_2"	"GGN"	chr19	-	38876060	38877920	38876060	38876140	38878400	38878462
60	"ENSG00000090263.15_2"	"MRPS33"	chr7	-	140710218	140710460	140710218	140710417	140714350	140714479
61	"ENSG00000065457.10_2"	"ADAT1"	chr16	-	75652483	75652596	75652483	75652538	75654163	75654232
62	"ENSG00000130475.14_1"	"FCHO1"	chr19	+	17881233	17881386	17881272	17881386	17877477	17877619
63	"ENSG00000130475.14_1"	"FCHO1"	chr19	+	17899078	17899366	17899092	17899366	17898490	17898655
64	"ENSG00000164451.13_2"	"FAM26D"	chr6	+	116875353	116875514	116875447	116875514	116864927	116865035
65	"ENSG00000178217.13_1"	"SH2D4B"	chr10	+	82369179	82369307	82369182	82369307	82363334	82363551
66	"ENSG00000065029.14_2"	"ZNF76"	chr6	+	35258029	35258159	35258042	35258159	35255422	35255622
67	"ENSG00000065029.14_2"	"ZNF76"	chr6	+	35260316	35260564	35260330	35260564	35259334	35259514
68	"ENSG00000168961.16_2"	"LGALS9"	chr17	+	25967597	25967799	25967668	25967799	25965288	25965380
69	"ENSG00000130332.14_2"	"LSM7"	chr19	-	2324123	2324195	2324123	2324191	2328385	2328476
70	"ENSG00000131653.12_2"	"TRAF7"	chr16	+	2215857	2215937	2215879	2215937	2213883	2214002
71	"ENSG00000086570.12_1"	"FAT2"	chr5	-	150891725	150892167	150891725	150891909	150897180	150897326
72	"ENSG00000118855.18_2"	"MFSD1"	chr3	+	158522107	158522160	158522111	158522160	158519714	158520104
73	"ENSG00000118855.18_2"	"MFSD1"	chr3	+	158523129	158523263	158523150	158523263	158522107	158522160
74	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110376969	110377052	110376969	110377044	110377558	110378306
75	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110385060	110386651	110385060	110385309	110388971	110389121
76	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110403330	110403382	110403330	110403379	110405118	110405124
77	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110403330	110403382	110403330	110403379	110405262	110405308
78	"ENSG00000189180.15_1"	"ZNF33A"	chr10	+	38305798	38305943	38305802	38305943	38301225	38301278
79	"ENSG00000004777.18_2"	"ARHGAP33"	chr19	+	36277314	36277974	36277797	36277974	36276310	36276385
80	"ENSG00000184571.13_1"	"PIWIL3"	chr22	-	25124143	25124368	25124143	25124341	25130050	25130123
81	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70280862	70280947	70280862	70280924	70282845	70283042
82	"ENSG00000171466.9_2"	"ZNF562"	chr19	-	9771395	9771550	9771395	9771497	9785307	9785724
83	"ENSG00000171466.9_2"	"ZNF562"	chr19	-	9771395	9771550	9771395	9771497	9785690	9785756
84	"ENSG00000146802.12_1"	"TMEM168"	chr7	-	112412835	112413110	112412835	112412873	112415230	112415373
85	"ENSG00000221914.8_2"	"PPP2R2A"	chr8	+	26216422	26216548	26216427	26216548	26211983	26212149
86	"ENSG00000115084.12_1"	"SLC35F5"	chr2	-	114476730	114476885	114476730	114476857	114480680	114480771
87	"ENSG00000135720.12_2"	"DYNC1LI2"	chr16	-	66766241	66766377	66766241	66766350	66768120	66768214
88	"ENSG00000135720.12_2"	"DYNC1LI2"	chr16	-	66776340	66776571	66776340	66776457	66783099	66783216
89	"ENSG00000135720.12_2"	"DYNC1LI2"	chr16	-	66785175	66785249	66785175	66785206	66785387	66785504
90	"ENSG00000135720.12_2"	"DYNC1LI2"	chr16	-	66785175	66785289	66785175	66785206	66785387	66785504
91	"ENSG00000135720.12_2"	"DYNC1LI2"	chr16	-	66785175	66785289	66785175	66785249	66785387	66785504
92	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10860532	10863335	10860532	10862958	10864128	10864188
93	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10868808	10869404	10868808	10868953	10911959	10912039
94	"ENSG00000037637.10_2"	"FBXO42"	chr1	-	16579590	16579676	16579590	16579647	16580050	16580088
95	"ENSG00000164304.15_2"	"CAGE1"	chr6	-	7365700	7365863	7365700	7365808	7366036	7366117
96	"ENSG00000164304.15_2"	"CAGE1"	chr6	-	7387211	7387429	7387211	7387408	7389434	7389635
97	"ENSG00000179152.19_1"	"TCAIM"	chr3	+	44408947	44409200	44409023	44409200	44402856	44403010
98	"ENSG00000133794.17_2"	"ARNTL"	chr11	+	13376772	13376843	13376779	13376843	13375847	13375995
99	"ENSG00000133794.17_2"	"ARNTL"	chr11	+	13391164	13391314	13391243	13391314	13388211	13388329
100	"ENSG00000133794.17_2"	"ARNTL"	chr11	+	13393709	13393956	13393712	13393956	13391164	13391314
101	"ENSG00000133794.17_2"	"ARNTL"	chr11	+	13398091	13398275	13398186	13398275	13397158	13397309
102	"ENSG00000055609.17_2"	"KMT2C"	chr7	-	151853289	151853431	151853289	151853359	151854845	151855010
103	"ENSG00000055609.17_2"	"KMT2C"	chr7	-	152027685	152027827	152027685	152027824	152055671	152055760
104	"ENSG00000107864.14_1"	"CPEB3"	chr10	-	93904701	93904869	93904701	93904842	93940719	93940776
105	"ENSG00000150165.13"	"ANXA8L1"	chr10	-	47168521	47168730	47168521	47168616	47169786	47169877
106	"ENSG00000123416.15_2"	"TUBA1B"	chr12	-	49523901	49524185	49523901	49524127	49525080	49525178
107	"ENSG00000123201.14_2"	"GUCY1B2"	chr13	-	51578388	51578712	51578388	51578490	51580835	51581045
108	"ENSG00000086848.14_2"	"ALG9"	chr11	-	111708971	111709122	111708971	111709101	111711377	111711532
109	"ENSG00000141295.13_1"	"SCRN2"	chr17	-	45915896	45916085	45915896	45916062	45916156	45916372
110	"ENSG00000141295.13_1"	"SCRN2"	chr17	-	45916809	45917224	45916809	45917009	45917556	45917738
111	"ENSG00000250129.5_1"	"RP11-265F19.1"	chr3	-	130773311	130773429	130773311	130773425	130791073	130791179
112	"ENSG00000172663.8_2"	"TMEM134"	chr11	-	67232526	67232738	67232526	67232571	67234782	67234859
113	"ENSG00000172663.8_2"	"TMEM134"	chr11	-	67234971	67235061	67234971	67235034	67235487	67235563
114	"ENSG00000172663.8_2"	"TMEM134"	chr11	-	67234971	67235061	67234971	67235034	67235498	67235563
115	"ENSG00000131143.8_2"	"COX4I1"	chr16	+	85838542	85838710	85838546	85838710	85834810	85834884
116	"ENSG00000101246.19_1"	"ARFRP1"	chr20	-	62338350	62338449	62338350	62338444	62339218	62339365
117	"ENSG00000001084.10_2"	"GCLC"	chr6	-	53380906	53381020	53380906	53381015	53385575	53385758
118	"ENSG00000154310.16_2"	"TNIK"	chr3	-	170786636	170786786	170786636	170786776	170789011	170789112
119	"ENSG00000077080.9_1"	"ACTL6B"	chr7	-	100244593	100244734	100244593	100244708	100244845	100244907
120	"ENSG00000106638.15_1"	"TBL2"	chr7	-	72988267	72988452	72988267	72988385	72988712	72988843
121	"ENSG00000106638.15_1"	"TBL2"	chr7	-	72988712	72988901	72988712	72988843	72992749	72992906
122	"ENSG00000141968.7_1"	"VAV1"	chr19	+	6829796	6829929	6829883	6829929	6828825	6828911
123	"ENSG00000223528.7_2"	"RP11-223P11.3"	chr10	-	128816851	128817224	128816851	128816921	128824535	128824687
124	"ENSG00000117569.18_1"	"PTBP2"	chr1	+	97270340	97270495	97270355	97270495	97250614	97250810
125	"ENSG00000117569.18_1"	"PTBP2"	chr1	+	97278828	97279003	97278831	97279003	97278584	97278662
126	"ENSG00000130396.20_2"	"MLLT4"	chr6	+	168271062	168271178	168271065	168271178	168265230	168265426
127	"ENSG00000130396.20_2"	"MLLT4"	chr6	+	168272893	168273057	168272896	168273057	168271062	168271178
128	"ENSG00000130396.20_2"	"MLLT4"	chr6	+	168355137	168355173	168355140	168355173	168351865	168352867
129	"ENSG00000130396.20_2"	"MLLT4"	chr6	+	168363112	168363247	168363118	168363247	168351865	168352867
130	"ENSG00000186831.11_1"	"KRT17P2"	chr17	+	18332145	18332389	18332235	18332389	18331731	18331804
131	"ENSG00000138892.11_1"	"TTLL8"	chr22	-	50485596	50485725	50485596	50485720	50487677	50487751
132	"ENSG00000261052.5_2"	"SULT1A3"	chr16	+	30214807	30215006	30214825	30215006	30214232	30214327
133	"ENSG00000090857.13_1"	"PDPR"	chr16	+	70176373	70176589	70176455	70176589	70176136	70176292
134	"ENSG00000256671.6_2"	"LIMS4"	chr2	-	111209440	111209595	111209440	111209591	111212427	111212577
135	"ENSG00000106263.17_1"	"EIF3B"	chr7	+	2419838	2420375	2419913	2420375	2419028	2419146
136	"ENSG00000157765.11_2"	"SLC34A2"	chr4	+	25664326	25664464	25664329	25664464	25664119	25664234
137	"ENSG00000100991.11_1"	"TRPC4AP"	chr20	-	33608992	33609159	33608992	33609135	33622925	33623111
138	"ENSG00000125319.14_1"	"C17orf53"	chr17	+	42231920	42232032	42231923	42232032	42230004	42230145
139	"ENSG00000164171.10_1"	"ITGA2"	chr5	+	52361629	52361807	52361670	52361807	52360741	52360945
140	"ENSG00000142910.15_1"	"TINAGL1"	chr1	+	32048749	32049176	32049061	32049176	32044804	32044868
141	"ENSG00000103811.15_1"	"CTSH"	chr15	-	79223792	79224383	79223792	79223848	79224713	79224800
142	"ENSG00000103811.15_1"	"CTSH"	chr15	-	79229659	79229838	79229659	79229765	79231481	79231513
143	"ENSG00000167555.13_2"	"ZNF528"	chr19	+	52901619	52901872	52901706	52901872	52901120	52901157
144	"ENSG00000025423.11_2"	"HSD17B6"	chr12	+	57156981	57157198	57156987	57157198	57146236	57146365
145	"ENSG00000223572.9_1"	"CKMT1A"	chr15	+	43986724	43987200	43987001	43987200	43986074	43986397
146	"ENSG00000156983.15_2"	"BRPF1"	chr3	+	9785261	9785585	9785264	9785585	9784627	9784937
147	"ENSG00000165525.17_1"	"NEMF"	chr14	-	50295333	50295525	50295333	50295505	50295771	50295980
148	"ENSG00000138835.22_2"	"RGS3"	chr9	+	116245232	116245397	116245338	116245397	116241770	116241821
149	"ENSG00000255036.6_2"	"RP11-23J9.4"	chr9	+	100111372	100111573	100111392	100111573	100109595	100109948
150	"ENSG00000255036.6_2"	"RP11-23J9.4"	chr9	+	100122263	100122383	100122267	100122383	100119908	100120007
151	"ENSG00000255036.6_2"	"RP11-23J9.4"	chr9	+	100126299	100126410	100126332	100126410	100124644	100124723
152	"ENSG00000174500.12_1"	"GCSAM"	chr3	-	111846863	111847075	111846863	111846908	111849291	111849360
153	"ENSG00000174500.12_1"	"GCSAM"	chr3	-	111849291	111849366	111849291	111849360	111851483	111851757
154	"ENSG00000140534.13_2"	"TICRR"	chr15	+	90127516	90127758	90127519	90127758	90125916	90126196
155	"ENSG00000204161.13_2"	"C10orf128"	chr10	-	50373249	50373406	50373249	50373328	50373810	50373841
156	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99137751	99139627	99137751	99139624	99145132	99145300
157	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99201621	99201696	99201621	99201693	99225806	99225914
158	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99222951	99223131	99222951	99223029	99225806	99225914
159	"ENSG00000163898.9_1"	"LIPH"	chr3	-	185229311	185229485	185229311	185229384	185232197	185232309
160	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13318087	13318867	13318087	13318862	13319569	13319823
161	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13441057	13441150	13441057	13441147	13443682	13443739
162	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13441057	13441153	13441057	13441147	13443682	13443739
163	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13441057	13441153	13441057	13441150	13443682	13443739
164	"ENSG00000173327.7_1"	"MAP3K11"	chr11	-	65375111	65375287	65375111	65375168	65375392	65375541
165	"ENSG00000176623.11_2"	"RMDN1"	chr8	-	87487048	87487182	87487048	87487143	87489522	87489553
166	"ENSG00000048540.14_2"	"LMO3"	chr12	-	16747070	16747268	16747070	16747195	16751725	16751901
167	"ENSG00000239589.5_1"	"LINC00879"	chr3	+	94857029	94857159	94857069	94857159	94807001	94807138
168	"ENSG00000168883.19_2"	"USP39"	chr2	+	85850748	85850905	85850768	85850905	85848607	85848702
169	"ENSG00000231749.3_1"	"ABCA9-AS1"	chr17	+	67016022	67016135	67016061	67016135	67014244	67014292
170	"ENSG00000168477.17_2"	"TNXB"	chr6	-	32021164	32021488	32021164	32021482	32023627	32023951
171	"ENSG00000197647.11_2"	"ZNF433"	chr19	-	12128980	12129116	12128980	12129107	12140954	12141013
172	"ENSG00000197647.11_2"	"ZNF433"	chr19	-	12128980	12129195	12128980	12129107	12145642	12145689
173	"ENSG00000071626.16_2"	"DAZAP1"	chr19	+	1421146	1421257	1421149	1421257	1418664	1418730
174	"ENSG00000071626.16_2"	"DAZAP1"	chr19	+	1434735	1435686	1434738	1435686	1432512	1432689
175	"ENSG00000241472.6_1"	"PTPRG-AS1"	chr3	-	62302780	62302905	62302780	62302867	62303482	62303575
176	"ENSG00000166471.10_2"	"TMEM41B"	chr11	-	9309988	9310089	9309988	9310082	9316805	9316934
177	"ENSG00000166839.16_2"	"ANKDD1A"	chr15	+	65218264	65218369	65218292	65218369	65214119	65214218
178	"ENSG00000203880.11_2"	"PCMTD2"	chr20	+	62899239	62899363	62899320	62899363	62896610	62896782
179	"ENSG00000213079.9_2"	"SCAF8"	chr6	+	155054928	155055064	155054980	155055064	155054511	155054637
180	"ENSG00000158669.11_2"	"GPAT4"	chr8	+	41470304	41470479	41470363	41470479	41469698	41469792
181	"ENSG00000130147.15_2"	"SH3BP4"	chr2	+	235943514	235943764	235943598	235943764	235903946	235904020
182	"ENSG00000082641.15_2"	"NFE2L1"	chr17	+	46133747	46133960	46133780	46133960	46127968	46128990
183	"ENSG00000173120.14_1"	"KDM2A"	chr11	+	66985201	66985355	66985226	66985355	66983326	66983420
184	"ENSG00000223959.8_1"	"AFG3L1P"	chr16	+	90045709	90046744	90046649	90046744	90045217	90045286
185	"ENSG00000223959.8_1"	"AFG3L1P"	chr16	+	90061100	90063031	90061166	90063031	90060175	90060301
186	"ENSG00000133958.13_2"	"UNC79"	chr14	+	93940434	93940739	93940593	93940739	93934016	93934137
187	"ENSG00000100335.13_2"	"MIEF1"	chr22	+	39905342	39905576	39905426	39905576	39900207	39900539
188	"ENSG00000100335.13_2"	"MIEF1"	chr22	+	39908236	39908499	39908322	39908499	39907853	39908031
189	"ENSG00000116299.16_1"	"KIAA1324"	chr1	+	109745534	109745853	109745565	109745853	109743356	109743522
190	"ENSG00000100181.22_2"	"TPTEP1"	chr22	+	17128494	17128675	17128552	17128675	17119468	17119630
191	"ENSG00000126214.21_2"	"KLC1"	chr14	+	104145645	104145855	104145720	104145855	104143751	104143860
192	"ENSG00000117069.14_1"	"ST6GALNAC5"	chr1	+	77515942	77516050	77515946	77516050	77509888	77510298
193	"ENSG00000136541.14_1"	"ERMN"	chr2	-	158181181	158181274	158181181	158181214	158181913	158182336
194	"ENSG00000178381.11_2"	"ZFAND2A"	chr7	-	1192542	1192877	1192542	1192860	1195088	1195220
195	"ENSG00000078177.13_2"	"N4BP2"	chr4	+	40144292	40144481	40144343	40144481	40138563	40138702
196	"ENSG00000036549.12_2"	"ZZZ3"	chr1	-	78047460	78047576	78047460	78047573	78047663	78047811
197	"ENSG00000167881.10"	"SRP68"	chr17	-	74066458	74066525	74066458	74066517	74068388	74068588
198	"ENSG00000132122.11_2"	"SPATA6"	chr1	-	48877135	48877276	48877135	48877260	48917223	48917272
199	"ENSG00000142208.15_2"	"AKT1"	chr14	-	105239214	105239429	105239214	105239330	105239587	105239716
200	"ENSG00000133872.13_2"	"SARAF"	chr8	-	29923503	29923655	29923503	29923583	29924292	29924434
201	"ENSG00000112701.17_2"	"SENP6"	chr6	+	76350399	76350420	76350402	76350420	76344422	76344527
202	"ENSG00000125835.18_2"	"SNRPB"	chr20	-	2442279	2442585	2442279	2442439	2443281	2443407
203	"ENSG00000273611.4_2"	"ZNHIT3"	chr17	+	34848656	34848743	34848661	34848743	34842778	34842810
204	"ENSG00000273611.4_2"	"ZNHIT3"	chr17	+	34849769	34849850	34849803	34849850	34848656	34848743
205	"ENSG00000104064.16_1"	"GABPB1"	chr15	-	50581679	50581865	50581679	50581862	50592985	50593099
206	"ENSG00000125991.18_2"	"ERGIC3"	chr20	+	34130534	34130690	34130570	34130690	34130261	34130349
207	"ENSG00000125991.18_2"	"ERGIC3"	chr20	+	34144647	34144880	34144725	34144880	34143977	34144042
208	"ENSG00000125991.18_2"	"ERGIC3"	chr20	+	34144647	34144880	34144743	34144880	34143977	34144042
209	"ENSG00000125991.18_2"	"ERGIC3"	chr20	+	34144725	34144880	34144743	34144880	34143977	34144042
210	"ENSG00000070985.13_1"	"TRPM5"	chr11	-	2427248	2427345	2427248	2427321	2427890	2428023
211	"ENSG00000137760.14_1"	"ALKBH8"	chr11	-	107424572	107424704	107424572	107424699	107427491	107427729
212	"ENSG00000183762.12_1"	"KREMEN1"	chr22	+	29533329	29533662	29533489	29533662	29521250	29521404
213	"ENSG00000248472.8_1"	"DDX11L9"	chr15	-	102518448	102518575	102518448	102518557	102518942	102519296
214	"ENSG00000137843.11_2"	"PAK6"	chr15	+	40555999	40556120	40556004	40556120	40545378	40545490
215	"ENSG00000272514.5_2"	"CFAP206"	chr6	+	88125280	88125592	88125403	88125592	88123527	88123618
216	"ENSG00000105701.15_2"	"FKBP8"	chr19	-	18643473	18643624	18643473	18643605	18644079	18644157
217	"ENSG00000105701.15_2"	"FKBP8"	chr19	-	18649025	18649246	18649025	18649243	18650180	18650269
218	"ENSG00000162458.12_2"	"FBLIM1"	chr1	+	16090987	16091180	16090990	16091180	16084668	16084824
219	"ENSG00000162458.12_2"	"FBLIM1"	chr1	+	16090987	16091180	16090990	16091180	16084668	16084850
220	"ENSG00000125458.6_2"	"NT5C"	chr17	-	73127059	73127200	73127059	73127176	73127275	73127376
221	"ENSG00000007384.15_1"	"RHBDF1"	chr16	-	109729	110096	109729	109824	110213	110277
222	"ENSG00000007384.15_1"	"RHBDF1"	chr16	-	112970	113180	112970	113061	113584	113798
223	"ENSG00000007384.15_1"	"RHBDF1"	chr16	-	113584	113920	113584	113798	114696	114827
224	"ENSG00000187838.16_2"	"TMEM256-PLSCR3"	chr17	-	7293952	7294114	7293952	7294012	7296109	7296271
225	"ENSG00000187838.16_2"	"TMEM256-PLSCR3"	chr17	-	7296109	7296271	7296109	7296199	7296462	7296683
226	"ENSG00000187838.16_2"	"TMEM256-PLSCR3"	chr17	-	7296109	7296271	7296109	7296199	7296785	7296828
227	"ENSG00000070087.13_2"	"PFN2"	chr3	-	149682690	149684373	149682690	149684051	149686144	149686337
228	"ENSG00000148482.11_2"	"SLC39A12"	chr10	+	18282109	18282220	18282112	18282220	18280079	18280232
229	"ENSG00000137757.10_1"	"CASP5"	chr11	-	104879533	104879746	104879533	104879707	104893856	104893863
230	"ENSG00000070388.11_1"	"FGF22"	chr19	+	643409	644371	643432	644371	643234	643338
231	"ENSG00000021300.13_2"	"PLEKHB1"	chr11	+	73361576	73361750	73361597	73361750	73360056	73360132
232	"ENSG00000145194.17_1"	"ECE2"	chr3	+	183994973	183995254	183995038	183995254	183994679	183994815
233	"ENSG00000184313.19_2"	"MROH7"	chr1	+	55139672	55139824	55139688	55139824	55139373	55139478
234	"ENSG00000184313.19_2"	"MROH7"	chr1	+	55165993	55166134	55166002	55166134	55161048	55161163
235	"ENSG00000184313.19_2"	"MROH7"	chr1	+	55165741	55165896	55165748	55165896	55163325	55163363
236	"ENSG00000012504.13_1"	"NR1H4"	chr12	+	100930284	100930388	100930289	100930388	100928667	100928801
237	"ENSG00000078295.16_2"	"ADCY2"	chr5	+	7789754	7789913	7789771	7789913	7784477	7784562
238	"ENSG00000001631.15_2"	"KRIT1"	chr7	-	91871347	91871475	91871347	91871451	91873315	91873463
239	"ENSG00000172765.16_2"	"TMCC1"	chr3	-	129546645	129547351	129546645	129546920	129551616	129551669
240	"ENSG00000145526.11_2"	"CDH18"	chr5	-	19483409	19483555	19483409	19483552	19503100	19503218
241	"ENSG00000145526.11_2"	"CDH18"	chr5	-	19483409	19483661	19483409	19483552	19503100	19503218
242	"ENSG00000145526.11_2"	"CDH18"	chr5	-	19483409	19483661	19483409	19483555	19503100	19503218
243	"ENSG00000145526.11_2"	"CDH18"	chr5	-	19483409	19483661	19483409	19483555	19543977	19544114
244	"ENSG00000108587.15_2"	"GOSR1"	chr17	+	28819696	28819771	28819708	28819771	28817143	28817235
245	"ENSG00000182087.12_2"	"TMEM259"	chr19	-	1011578	1011662	1011578	1011611	1011739	1011797
246	"ENSG00000171703.16_2"	"TCEA2"	chr20	+	62701841	62701988	62701844	62701988	62701612	62701767
247	"ENSG00000171703.16_2"	"TCEA2"	chr20	+	62703210	62703294	62703222	62703294	62701841	62701988
248	"ENSG00000108848.15_2"	"LUC7L3"	chr17	+	48826579	48826705	48826584	48826705	48823902	48824063
249	"ENSG00000178623.11_2"	"GPR35"	chr2	+	241556506	241556810	241556620	241556810	241555804	241555928
250	"ENSG00000146950.12_1"	"SHROOM2"	chrX	+	9912680	9912953	9912683	9912953	9907234	9907406
