ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
22	"ENSG00000109184.14_1"	"DCUN1D4"	chr4	+	52729835	52729875	52740436	52740551	52729602	52729673	52743928	52744020	22	62,0,0,0,0,0,0,33,0,0,8,0,32,21,0,0,0,0,0,2,0,0,1,0	29,0,66,71,2,0,0,1,8,0,17,13,14,150,67,1,0,94,43,0,93,17,11,16	0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	77,1,52,24,5,0,0,2,17,113,27,0,16,51,0,34,4,0,32,0	189	264	1	1.0	0.749,NA,0.0,0.0,0.0,NA,NA,0.979,0.0,NA,0.397,0.0,0.761,0.164,0.0,0.0,NA,0.0,0.0,1.0,0.0,0.0,0.113,0.0	0.0,0.0,0.0,0.0,0.662,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,NA	0.172
23	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110385060	110385309	110389016	110389121	110376969	110377052	110390896	110391039	23	0,0,0,8,6,0,0,0,52,1,0,0,0,22,37,19,0,225,9,78,58,90,13,26	0,12,0,21,0,0,0,3,30,2,1,0,0,10,1,24,0,0,3,0,0,60,18,7	0,0,0,1,23,67,31,1,3,0,13,0,19,0,0,0,45,0,18,0	10,0,61,41,0,0,0,0,0,0,14,0,0,30,0,22,1,0,5,0	254	300	1	1.0	NA,0.0,NA,0.31,1.0,NA,NA,0.0,0.672,0.371,0.0,NA,NA,0.722,0.978,0.483,NA,1.0,0.78,1.0,1.0,0.639,0.46,0.814	0.0,NA,0.0,0.028,1.0,1.0,1.0,1.0,1.0,NA,0.523,NA,1.0,0.0,NA,0.0,0.982,NA,0.81,NA	0.006
24	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110403330	110403379	110405118	110405124	110399417	110399490	110405262	110405308	24	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,28,1,18,0,0,0,74,22,0,0,0,48,101,0,0,0,41,0,45,0,4,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0	0,0,0,29,6,302,121,0,0,17,0,0,0,146,0,94,30,0,0,0	155	198	1	1.0	NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA,0.0,NA,0.0,NA	NA,NA,NA,0.0,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,0.0,NA,0.0,0.0,NA,1.0,NA	-0.111
25	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110403330	110403382	110405118	110405124	110399417	110399490	110405262	110405308	25	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,28,1,18,0,0,0,74,22,0,0,0,48,74,0,0,0,26,0,45,0,4,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0	21,0,0,29,6,302,121,0,0,38,0,0,0,146,0,94,30,0,0,0	155	201	1	1.0	NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA,0.0,NA,0.0,NA	0.0,NA,NA,0.0,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,0.0,NA,0.0,0.0,NA,1.0,NA	-0.1
28	"ENSG00000144935.14_1"	"TRPC1"	chr3	+	142455220	142455375	142462326	142462428	142442915	142443573	142467099	142467302	28	1,0,52,51,2,0,38,103,16,2,0,0,0,67,36,1,37,0,9,104,0,146,6,1	0,0,0,0,0,0,0,0,29,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,64,101,12,1,5,6,7,23,1,72,0,25,0,0,0,20,0,5,0	0,0,2,16,25,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0	300	251	1	1.0	1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,0.316,0.051,NA,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0	1.0,1.0,0.977,0.386,0.032,1.0,1.0,1.0,0.733,1.0,1.0,NA,1.0,NA,NA,NA,1.0,NA,1.0,NA	0.038
29	"ENSG00000024048.10_1"	"UBR2"	chr6	+	42584977	42585076	42585146	42585245	42583739	42583828	42600289	42600453	29	0,0,0,0,2,0,0,1,0,0,40,99,0,0,3,0,0,0,2,0,0,0,0,0	5,33,0,63,8,0,0,6,8,1,31,11,2,37,23,98,0,0,6,0,117,0,3,10	26,32,0,0,0,0,0,0,2,0,1,0,0,27,0,24,0,0,0,0	18,106,14,59,71,0,0,76,18,7,28,0,10,25,0,33,85,0,0,0	248	248	1	1.0	0.0,0.0,NA,0.0,0.2,NA,NA,0.143,0.0,0.0,0.563,0.9,0.0,0.0,0.115,0.0,NA,NA,0.25,NA,0.0,NA,0.0,0.0	0.591,0.232,0.0,0.0,0.0,NA,NA,0.0,0.1,0.0,0.034,NA,0.0,0.519,NA,0.421,0.0,NA,NA,NA	-0.018
30	"ENSG00000024048.10_1"	"UBR2"	chr6	+	42604748	42604932	42607946	42608008	42603155	42603284	42609319	42609430	30	25,0,0,6,10,0,424,0,9,0,0,7,17,0,0,0,0,0,1,38,101,56,2,0	0,0,0,33,0,0,0,0,0,0,0,0,0,0,46,0,150,1,21,52,0,0,11,1	1,15,0,0,0,0,0,0,0,149,0,0,13,0,0,0,0,0,7,0	57,26,0,0,0,0,0,20,0,2,1,0,3,6,0,2,17,0,0,0	300	211	1	1.0	1.0,NA,NA,0.113,1.0,NA,1.0,NA,1.0,NA,NA,1.0,1.0,NA,0.0,NA,0.0,0.0,0.032,0.339,1.0,1.0,0.113,0.0	0.012,0.289,NA,NA,NA,NA,NA,0.0,NA,0.981,0.0,NA,0.753,0.0,NA,0.0,0.0,NA,1.0,NA	0.234
32	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70245146	70245263	70259264	70259387	70223817	70224020	70278334	70278437	32	0,0,7,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,1,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,45,25,0,0,0,0,0,0,0,0,0,0,0	272	266	1	1.0	NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA	1.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.667
39	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70286774	70286812	70310638	70310819	70278334	70278437	70312678	70312756	39	0,86,0,45,0,0,0,92,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1	0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0	300	187	1	1.0	NA,0.964,NA,1.0,NA,NA,NA,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.994
40	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70286774	70286812	70310669	70310819	70278334	70278437	70312678	70312756	40	0,86,0,45,0,0,0,92,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0	299	187	1	1.0	NA,0.964,NA,1.0,NA,NA,NA,1.0,1.0,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.994
42	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70286774	70286812	70310638	70310819	70282845	70283042	70312678	70312756	42	0,86,0,45,0,0,0,92,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0	300	187	1	1.0	NA,1.0,NA,1.0,NA,NA,NA,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.833
44	"ENSG00000171466.9_2"	"ZNF562"	chr19	-	9768684	9768811	9770054	9770143	9767222	9767329	9771395	9771550	44	158,0,0,0,0,0,0,0,0,3,0,0,75,0,0,0,0,0,0,0,0,0,0,28	44,0,0,0,31,0,0,82,0,0,0,0,15,24,0,82,0,0,0,0,0,1,0,24	0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	48,0,0,0,0,0,1,50,0,0,26,0,0,91,0,51,0,0,0,0	238	276	1	1.0	0.806,NA,NA,NA,0.0,NA,NA,0.0,NA,1.0,NA,NA,0.853,0.0,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,0.575	0.0,NA,1.0,NA,NA,NA,0.0,0.0,NA,NA,0.0,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	0.216
48	"ENSG00000135720.12_2"	"DYNC1LI2"	chr16	-	66776340	66776571	66783099	66783216	66769977	66770147	66785175	66785249	48	65,74,0,26,67,0,0,46,30,33,9,0,39,27,231,0,270,25,104,135,9,1,22,96	37,9,30,0,20,0,0,130,0,20,0,0,29,0,0,0,0,5,0,7,116,0,11,0	151,134,7,51,6,0,1,2,8,56,29,0,26,11,0,9,0,0,43,0	69,4,7,12,2,0,0,0,7,25,55,0,40,1,0,0,0,1,70,0	266	300	1	1.0	0.665,0.903,0.0,1.0,0.791,NA,NA,0.285,1.0,0.65,1.0,NA,0.603,1.0,1.0,NA,1.0,0.849,1.0,0.956,0.08,1.0,0.693,1.0	0.712,0.974,0.53,0.827,0.772,NA,1.0,1.0,0.563,0.716,0.373,NA,0.423,0.925,NA,1.0,NA,0.0,0.409,NA	0.092
49	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10868808	10868953	10902393	10902463	10867895	10867985	10911959	10912039	49	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,16,0,47,34,70,0,0,0,8,0,0,0,3,40,0,0,0,18,0,0,0,4,23	0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	38,68,41,0,2,0,0,0,7,2,36,0,0,0,0,0,1,0,0,0	219	294	1	1.0	NA,0.0,NA,0.0,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,0.0	0.0,0.0,0.0,NA,0.573,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA	-0.072
50	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10868808	10868953	10911959	10912039	10867895	10867985	10912341	10912457	50	0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,15,0	0,16,0,47,34,70,0,0,0,8,0,0,0,3,40,0,0,0,18,0,0,0,3,23	34,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	38,68,41,0,2,0,0,0,0,2,36,0,0,25,0,23,1,0,0,0	229	294	1	1.0	NA,0.0,NA,0.317,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,0.0,NA,NA,1.0,0.0,NA,NA,NA,0.865,0.0	0.535,0.0,0.32,NA,0.0,NA,NA,NA,NA,0.0,0.0,NA,NA,0.0,NA,0.0,0.0,NA,NA,NA	0.103
51	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10868808	10869404	10902393	10902463	10867895	10867985	10911959	10912039	51	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,16,0,47,34,70,0,0,0,8,0,0,0,3,40,0,0,0,18,0,0,0,3,23	0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	38,86,41,39,2,0,0,0,0,2,36,0,0,0,0,0,1,0,0,0	219	300	1	1.0	NA,0.0,NA,0.0,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,0.0	0.0,0.0,0.0,0.0,0.578,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA	-0.072
52	"ENSG00000179152.19_1"	"TCAIM"	chr3	+	44396230	44396303	44399232	44399368	44379610	44379811	44402856	44403010	52	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0	0,10,0,3,0,26,0,75,21,5,0,0,0,0,0,0,0,0,0,0,72,53,8,28	0,0,6,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0	222	285	1	1.0	NA,0.0,NA,0.0,1.0,0.0,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.0,0.0,0.0,0.0	NA,NA,0.885,1.0,0.0,NA,NA,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.389
54	"ENSG00000133794.17_2"	"ARNTL"	chr11	+	13371491	13371617	13375847	13375995	13331533	13331606	13378285	13378324	54	63,0,0,0,0,0,0,0,1,0,8,0,40,0,0,0,0,0,0,4,28,0,12,0	0,0,0,17,2,0,0,26,30,4,0,0,0,0,0,151,82,0,0,0,0,0,8,28	63,0,0,0,0,0,0,0,0,36,39,0,15,0,0,0,145,0,0,0	4,0,0,19,0,0,0,1,15,43,23,0,14,0,0,0,42,0,0,0	275	297	1	1.0	1.0,NA,NA,0.0,0.0,NA,NA,0.0,0.035,0.0,1.0,NA,1.0,NA,NA,0.0,0.0,NA,NA,1.0,1.0,NA,0.618,0.0	0.944,NA,NA,0.0,NA,NA,NA,0.0,0.0,0.475,0.647,NA,0.536,NA,NA,NA,0.789,NA,NA,NA	-0.02
55	"ENSG00000133794.17_2"	"ARNTL"	chr11	+	13375847	13375995	13378285	13378324	13371491	13371617	13378601	13378643	55	60,0,0,29,0,0,0,0,0,2,20,0,40,5,56,0,0,0,12,0,0,0,8,0	0,0,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	123,97,3,56,4,152,52,0,0,56,0,0,2,0,0,0,33,0,0,0	0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0	297	188	1	1.0	1.0,NA,0.0,0.605,NA,NA,NA,NA,NA,1.0,1.0,NA,1.0,1.0,1.0,NA,NA,NA,1.0,NA,NA,NA,1.0,NA	1.0,1.0,1.0,1.0,0.24,1.0,1.0,NA,NA,1.0,NA,NA,0.388,NA,NA,NA,1.0,NA,NA,NA	-0.002
56	"ENSG00000130294.14_1"	"KIF1A"	chr2	-	241667805	241667829	241674135	241674162	241666242	241666357	241676479	241676585	56	0,18,108,92,35,132,0,14,10,20,66,0,0,205,123,0,0,1,62,116,0,0,1,31	0,92,67,33,5,1,0,91,49,15,3,0,0,87,7,1,22,45,4,0,0,0,6,0	160,0,25,0,0,4,4,0,23,119,86,0,36,1,4,0,19,29,0,0	6,89,57,77,0,0,0,0,0,237,26,0,39,29,9,19,0,0,0,0	176	173	1	1.0	NA,0.161,0.613,0.733,0.873,0.992,NA,0.131,0.167,0.567,0.956,NA,NA,0.698,0.945,0.0,0.0,0.021,0.938,1.0,NA,NA,0.141,1.0	0.963,0.0,0.301,0.0,NA,1.0,1.0,NA,1.0,0.33,0.765,NA,0.476,0.033,0.304,0.0,1.0,1.0,NA,NA	0.007
57	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162627482	162627564	162660958	162661105	162480847	162481076	162696298	162696437	57	66,65,0,10,3,0,9,12,89,1,12,2,46,64,11,0,1,1,10,0,78,45,13,0	80,0,50,56,95,113,0,173,196,15,49,255,41,70,88,56,398,53,48,186,3,48,10,38	85,18,55,34,29,529,228,0,0,22,26,0,53,109,0,85,121,1,2,0	39,237,17,159,25,172,91,0,123,120,92,0,127,85,0,41,55,12,17,0	231	296	1	1.0	0.514,1.0,0.0,0.186,0.039,0.0,1.0,0.082,0.368,0.079,0.239,0.01,0.59,0.539,0.138,0.0,0.003,0.024,0.211,0.0,0.971,0.546,0.625,0.0	0.736,0.089,0.806,0.215,0.598,0.798,0.762,NA,0.0,0.19,0.266,NA,0.348,0.622,NA,0.727,0.738,0.096,0.131,NA	-0.147
58	"ENSG00000086848.14_2"	"ALG9"	chr11	-	111724371	111724459	111728324	111728460	111724102	111724208	111731269	111731358	58	15,0,0,8,15,0,285,0,30,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0	0,0,60,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0	19,54,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0	7,0,37,0,16,0,0,0,0,0,16,0,0,84,0,61,0,0,0,0	285	237	1	1.0	1.0,NA,0.0,1.0,1.0,NA,1.0,NA,0.893,NA,NA,NA,1.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,1.0,NA	0.693,1.0,0.252,NA,0.0,NA,NA,1.0,NA,NA,0.0,NA,NA,0.0,NA,0.013,NA,NA,NA,NA	0.396
60	"ENSG00000105197.10_2"	"TIMM50"	chr19	+	39973524	39973556	39976183	39976242	39972522	39972673	39976327	39976447	60	0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,11,0,0,0,13,0	0,225,0,0,0,0,0,64,8,0,0,0,0,41,0,0,0,0,0,0,0,0,12,0	1,0,1,0,0,0,0,0,26,0,0,984,0,1,0,0,0,0,0,0	33,0,0,10,1,23,19,0,0,48,0,0,0,0,0,0,19,0,0,0	181	208	1	1.0	NA,0.0,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,0.0,1.0,NA,NA,NA,1.0,NA,NA,NA,0.555,NA	0.034,NA,1.0,0.0,0.0,0.0,0.0,NA,1.0,0.0,NA,1.0,NA,1.0,NA,NA,0.0,NA,NA,NA	-0.002
